id,twi_acc,twi_id,retwi,fav,desc,imgurl
3711,artistmonet,906245874380152835,23,48,The House Seen from the Rose Garden 3 #impressionism #arthistory https://t.co/beizFe5OGi,https://pbs.twimg.com/media/DJOh0caW4AEc4mO.jpg
3712,artistmonet,906220315423932416,1,0,RT @artist_whistler: Harmony in Pink and Grey: Lady Meux #fineart #whistler https://t.co/6PCSa1i0Cb,https://pbs.twimg.com/media/DItVuluXoAAXgfn.jpg
3713,artistmonet,906219706406899713,2,8,Poppy Field https://t.co/jcAX8qIjDP #wallart #monet https://t.co/JeIHsxDnbe,https://pbs.twimg.com/media/DJOKBQTXgAAQ5wE.jpg
3714,artistmonet,906200742901493760,2,0,RT @artist_whistler: The Arabian #impressionism #fineart https://t.co/gdVIFFzn5l,https://pbs.twimg.com/media/DJJDpOcXoAEc-P5.jpg
3715,artistmonet,906179475012030466,19,45,#arthistory #monet https://t.co/DUChan8GRA,https://pbs.twimg.com/media/DJNlbJ9XgAIpY7C.jpg
3716,artistmonet,906176677398679552,5,20,On the Cliff near Dieppe #arthistory #claudemonet https://t.co/etIZpjyMGd,https://pbs.twimg.com/media/DJNi4pjXoAEWg0N.jpg
3717,artistmonet,906172419701968898,12,31,Seine at Rouen #claudemonet #arthistory https://t.co/FKpVjamZ3h,https://pbs.twimg.com/media/DJNfAzwW4AAX9cH.jpg
3718,artistmonet,906171796524761088,15,20,"The Garden, Hollyhocks https://t.co/mBQ4e9DZVA #impressionism #claudemonet https://t.co/00IQfv4dls",https://pbs.twimg.com/media/DJNecfMXYAAY7NQ.jpg
3719,artistmonet,906170802206375936,19,45,"Water Lilies, Pink #impressionism #arthistory https://t.co/zEFmt5XbpL",https://pbs.twimg.com/media/DJNdim3W0AApj5x.jpg
3720,artistmonet,906116042535120897,6,0,RT @artistmanet: Madame Manet on a Blue Sofa #impressionism #fineart https://t.co/fpNNDguwrN,https://pbs.twimg.com/media/DJE7GKjXkAMGkXv.jpg
3721,artistmonet,906086021078634496,12,32,At Les Petit-Dalles #arthistory #monet https://t.co/Y2Jk57qoh1,https://pbs.twimg.com/media/DJMQbwAXcAA59Q-.jpg
3722,artistmonet,906085586846588928,6,21,Ice Floes on the Seine at Bougival #claudemonet #arthistory https://t.co/gVjT1digit,https://pbs.twimg.com/media/DJMQCcUXYAEHF3Q.jpg
3723,artistmonet,906081314973081601,32,53,Fishing Boats on the Beach at Etretat #monet #impressionism https://t.co/hmoN6yHRl4,https://pbs.twimg.com/media/DJMMJ0rXYAEflkB.jpg
3724,artistmonet,906023801980203008,16,41,Winter Landscape at the Val de Falaise #claudemonet #monet https://t.co/Su1bGZETY1,https://pbs.twimg.com/media/DJLX16MUwAEvjpu.jpg
3725,artistmonet,906009309938466817,4,0,RT @guggenheimbot: Of-Also by Jessica Dickinson https://t.co/3fGcc3IOtx #jessicadickinson #guggenheim https://t.co/WSSRuFUVoA,https://pbs.twimg.com/media/DIokqx8XUAElFvE.jpg
3726,artistmonet,906009201335459840,40,74,Autumn on the Seine at Argenteuil #impressionism #arthistory https://t.co/tvlwaUqrAx,https://pbs.twimg.com/media/DJLKkL2VwAAzimD.jpg
3727,artistmonet,906004382046662657,15,34,Burgo Marina at Bordighera #claudemonet #impressionism https://t.co/PCSmqi6CEZ,https://pbs.twimg.com/media/DJLGLwAW4AAyCGu.jpg
3728,artistmonet,905933329387618304,27,49,Irises 3 #claudemonet #impressionism https://t.co/IFArNMpLLT,https://pbs.twimg.com/media/DJKFj5KXUAIeytd.jpg
3729,artistmonet,905902355375382528,14,0,RT @artguillaumin: Landscape near Saint-Julien-des-Chazes #painting #fineart https://t.co/iUDfWJdNwx,https://pbs.twimg.com/media/DJDlxEFXcAAMMMB.jpg
3730,artistmonet,905901392489058304,11,25,Mount Kolsaas 3 #impressionism #arthistory https://t.co/Jx8PGk32RX,https://pbs.twimg.com/media/DJJog8cWsAAFUmT.jpg
3731,artistmonet,905891042188083200,14,32,View of the Voorzaan #monet #arthistory https://t.co/41mfLK1iS0,https://pbs.twimg.com/media/DJJfGhQVoAAcBbT.jpg
3732,artistmonet,905843560079134721,6,0,RT @childe_hassam: Afternoon in Nantucket #childehassam #americanart https://t.co/hrTVGBDp7f,https://pbs.twimg.com/media/DIz_VvAW4AACjDT.jpg
3733,artistmonet,905840051921309699,11,20,"Grainstacks in the Sunlight, Midday #monet #arthistory https://t.co/5uH0DsiZtI",https://pbs.twimg.com/media/DJIwueAXkAAmioD.jpg
3734,artistmonet,905814883098386432,6,0,RT @cezanneart: The Trees of Jas de Bouffan in Spring #fineart #cezanne https://t.co/BbWEQTwxRo,https://pbs.twimg.com/media/DI_TTdyWsAEyjzO.jpg
3735,artistmonet,905811515642712064,15,36,Morning on the Seine #monet #arthistory https://t.co/KtBjjG0zsM,https://pbs.twimg.com/media/DJIWxZBW4AAqow5.jpg
3736,artistmonet,905808532267782144,14,21,"Poplars on the Banks of the River Epte, Overcast Weather #claudemonet #impressionism https://t.co/3u3vcVZJrp",https://pbs.twimg.com/media/DJIUDzBW4AQL3bc.jpg
3737,artistmonet,905769740282589184,35,68,"Morning on the Seine, near Vetheuil #monet #arthistory https://t.co/QMi1isPQeN",https://pbs.twimg.com/media/DJHwxulWAAUvuP4.jpg
3738,artistmonet,905717723946262528,7,0,RT @artistmorisot: The Violin #morisot #fineart https://t.co/pgNlOIU2ea,https://pbs.twimg.com/media/DI0VOBdWsAAiXJ-.jpg
3739,artistmonet,905710054292287488,7,18,Self-Portrait with a Beret #arthistory #claudemonet https://t.co/e6h8Vpg9nk,https://pbs.twimg.com/media/DJG6foIXoAA7Les.jpg
3740,artistmonet,905705605427548160,11,23,"Houses of Parlilament, Fog Effect #arthistory #monet https://t.co/Pb1QTLg0Lv",https://pbs.twimg.com/media/DJG2cpsXcAEc9ZW.jpg
3741,artistmonet,905677521718571008,15,0,"RT @artpissarro: Landscape, Louveciennes #impressionism #pissarro https://t.co/br56WjL9oh",https://pbs.twimg.com/media/DI0W-qaWAAEU6ea.jpg
3742,artistmonet,905664867025256448,11,19,Grainstack #claudemonet #impressionism https://t.co/FyeQiFaGjw,https://pbs.twimg.com/media/DJGRZWDWsAARbVy.jpg
3743,artistmonet,905649020797837312,34,73,"The Havre, the trade bassin #monet #claudemonet https://t.co/mkrAG1R6el",https://pbs.twimg.com/media/DJGC--IUMAABU3Y.jpg
3744,artistmonet,905648644057178112,17,38,The Grenouillère #claudemonet #monet https://t.co/8DaVX0HDCt,https://pbs.twimg.com/media/DJGCpEvXcAADMIO.jpg
3745,artistmonet,905617541791440900,19,34,Under the Lemon Trees #impressionism #arthistory https://t.co/S4oWgoAw9j,https://pbs.twimg.com/media/DJFmWrbXoAAlCgw.jpg
3746,artistmonet,905573978227572736,4,13,"The Doges Palace Seen from San Giorgio Maggiore, Venice #impressionism #monet https://t.co/Kxelc9jqOT",https://pbs.twimg.com/media/DJE-u7gXgAAGYKU.jpg
3747,artistmonet,905573665739329536,19,27,Bend in the River Epte #arthistory #claudemonet https://t.co/9vl6oqTNvL,https://pbs.twimg.com/media/DJE-ctbXkAEeIeM.jpg
3748,artistmonet,905556833452089348,7,0,RT @guggenheimbot: Saraband by Morris Louis https://t.co/aDfCMPuo4T #guggenheim #postpainterlyabstraction https://t.co/4J3sgajgn8,https://pbs.twimg.com/media/DI3qkgHXUAAqNxA.jpg
3749,artistmonet,905498721047150592,11,17,Edgar Degas @artistdegas #artontwitter #followart https://t.co/cGvuUZGbni,https://pbs.twimg.com/media/DJD6R1FWsAEH1om.jpg
3750,artistmonet,905496907593777153,15,17,A Woman Reading #arthistory #claudemonet https://t.co/FiTT5ALGnI,https://pbs.twimg.com/media/DJD4oz0XoAEcTz-.jpg
3751,artistmonet,905493677350555648,2,4,"Morning on the Seine near Giverny, the Fog https://t.co/2hzBXq6y9S #arthistory #wallart https://t.co/FG6BhSOJB8",https://pbs.twimg.com/media/DJD1sy0WAAUmSP4.jpg
3752,artistmonet,905492349895282691,19,30,"Zaandam, The Dike, Evening #impressionism #arthistory https://t.co/WxTR6hmj86",https://pbs.twimg.com/media/DJD0fjdXoAAHeie.jpg
3753,artistmonet,905464884829224961,11,0,RT @artistmorisot: Fall Colors in the Bois de Boulogne #fineart #impressionism https://t.co/v9UdT7d8Xt,https://pbs.twimg.com/media/DI-wUT0XoAIodhq.jpg
3754,artistmonet,905461883355979776,8,0,RT @guggenheimbot: Landscape with Rain by Vasily Kandinsky https://t.co/WEPHHCqML3 #guggenheim #vasilykandinsky https://t.co/7JeHPLYDTb,https://pbs.twimg.com/media/DIseuYUXUAA0aO9.jpg
3755,artistmonet,905453714974138369,25,74,Sailboats #claudemonet #impressionism https://t.co/Zpm1pO2DlF,https://pbs.twimg.com/media/DJDRWtIXUAIV7qC.jpg
3756,artistmonet,905449875021680641,28,47,Monets garden in Argenteuil Sun https://t.co/ZBrGcWSwRc #arthistory #claudemonet https://t.co/unUFK9mqJX,https://pbs.twimg.com/media/DJDN3LSXYAAXDMG.jpg
3757,artistmonet,905392861063073792,27,50,"Waterloo Bridge, Sunlight in the Fog #claudemonet #arthistory https://t.co/hBB8MTFaZd",https://pbs.twimg.com/media/DJCaAi8XgAAU1Ed.jpg
3758,artistmonet,905387342655082496,9,24,The Blue Row Boat #monet #claudemonet https://t.co/0WFBnsC6IH,https://pbs.twimg.com/media/DJCU_QrXgAIkYMp.jpg
3759,artistmonet,905377967370633216,25,0,RT @artguillaumin: Dans le Midi #impressionism #fineart https://t.co/jPTAnYfXGl,https://pbs.twimg.com/media/DI4649XXUAEKfQD.jpg
3760,artistmonet,905340606385442816,14,35,"The Seacoast of Pourville, Low Tide #monet #arthistory https://t.co/UoK7AwysQM",https://pbs.twimg.com/media/DJBqe6nWAAAjiRb.jpg
3761,artistmonet,905315517375897600,26,67,The Sea Seen from the Cliffs of Fecamp #claudemonet #arthistory https://t.co/RJQ6X3MMtj,https://pbs.twimg.com/media/DJBTqjAWAAEbFWh.jpg
3762,artistmonet,905301441694326784,14,35,Camille and Jean Monet in the Garden at Argenteuil #impressionism #arthistory https://t.co/fo9wwKuUYI,https://pbs.twimg.com/media/DJBG3P3XkAE5Hzl.jpg
3763,artistmonet,905285444421726208,11,29,Cliff at Pourville in the Morning #monet #impressionism https://t.co/xAnwjDiK6t,https://pbs.twimg.com/media/DJA4UEfXUAIzSZN.jpg
3764,artistmonet,905280250497683458,21,0,RT @artguillaumin: Vase de chrysanthemes #art #impressionism https://t.co/dI9OhCI54A,https://pbs.twimg.com/media/DIuyhk0WsAABEp3.jpg
3765,artistmonet,905255117695455232,7,0,RT @artpissarro: Harvest at Eragny #pissarro #impressionism https://t.co/Hq6syQJ0bQ,https://pbs.twimg.com/media/DIu_XEEXUAA7Gja.jpg
3766,artistmonet,905192505095979008,10,20,Farmyard #claudemonet #arthistory https://t.co/dZqkveT5MG,https://pbs.twimg.com/media/DI_jySpWAAArZCE.jpg
3767,artistmonet,905180731575595008,41,66,Fishing Boats at Sea #impressionism #claudemonet https://t.co/uCaYzvgHbJ,https://pbs.twimg.com/media/DI_ZE_aW0AAeqfJ.jpg
3768,artistmonet,905179109680173057,16,28,"The Old Rue de la Chaussee, Argenteuil #arthistory #impressionism https://t.co/b8uU7z1fSS",https://pbs.twimg.com/media/DI_XmkSWAAAGoF9.jpg
3769,artistmonet,905163874550370310,19,0,"RT @art_caillebotte: Laundry Drying, Petit Gennevilliers #impressionism #caillebotte https://t.co/mKZM6dp9X4",https://pbs.twimg.com/media/DI0Qe25WsAAnVBa.jpg
3770,artistmonet,905130791331651584,7,17,Entering the Village of Vetheuil in Winter #arthistory #monet https://t.co/oWKQzb66Aw,https://pbs.twimg.com/media/DI-rqChXUAAPp1D.jpg
3771,artistmonet,905114874484846592,6,0,RT @artpissarro: Woman Sitting on the Floor #impressionism #pissarro https://t.co/QbmR2Tja2x,https://pbs.twimg.com/media/DIpgFAZXcAEn6gb.jpg
3772,artistmonet,905103661176643587,4,11,Head of the Dog #monet #claudemonet https://t.co/1ol4yu9x4c,https://pbs.twimg.com/media/DI-S-10XkAAeWOf.jpg
3773,artistmonet,905084504691417090,12,35,The Dinner #monet #arthistory https://t.co/QdTz0JmHF6,https://pbs.twimg.com/media/DI-Bj1AXUAINucz.jpg
3774,artistmonet,905084256099151872,1,8,The Seine at Bougival in the Evening https://t.co/RVIjVxSxAb #amazon #arthistory https://t.co/l1REmKXM4k,https://pbs.twimg.com/media/DI-BVVlXgAAZHkS.jpg
3775,artistmonet,905084218967031811,9,28,Garden in Bloom at Sainte-Addresse https://t.co/WxJlFzR41g #claudemonet #impressionism https://t.co/RXsAlM8NQC,https://pbs.twimg.com/media/DI-BTMDXUAAQNsw.jpg
3776,artistmonet,905044327457533952,5,0,"RT @childe_hassam: The Harbor of a Thousand Masts, Gloucester #americanart #childehassam https://t.co/AIMUjKVXus",https://pbs.twimg.com/media/DI9OXaKXkAA3MWK.jpg
3777,artistmonet,905028706577649664,35,82,The Grand Canal in Venice 01 #claudemonet #impressionism https://t.co/kyi15S4qjI,https://pbs.twimg.com/media/DI9Oz8_XoAEtVOe.jpg
3778,artistmonet,905023176488431616,19,42,The Sailing Boat #claudemonet #arthistory https://t.co/In8vwi88Tr,https://pbs.twimg.com/media/DI9JyFYXUAAyzjK.jpg
3779,artistmonet,904994611197865984,15,34,The Tuileries (study) #arthistory #monet https://t.co/Yn4FDvZbS0,https://pbs.twimg.com/media/DI8vzXYXUAAmKKG.jpg
3780,artistmonet,904948433685024768,40,67,Autumn Effect at Argenteuil #monet #arthistory https://t.co/f6vfel1sKr,https://pbs.twimg.com/media/DI8FzedWAAUET-t.jpg
3781,artistmonet,904936206378704896,6,0,RT @cezanneart: The Robbers and the Donkey #paulcezanne #fineart https://t.co/DhOwbEu4y3,https://pbs.twimg.com/media/DIuzRWdW0AASV0L.jpg
3782,artistmonet,904920583548399616,17,26,The Hills of Vetheuil #arthistory #impressionism https://t.co/uNhmSK1rBe,https://pbs.twimg.com/media/DI7seXWXUAACI2d.jpg
3783,artistmonet,904919299726467072,21,34,Promenade near Argenteuil #arthistory #monet https://t.co/Bhpv2DB0Jt,https://pbs.twimg.com/media/DI7rTq6XkAEjCoq.jpg
3784,artistmonet,904887841997631488,16,37,View on village of Giverny #arthistory #monet https://t.co/Qnx8jIrAHi,https://pbs.twimg.com/media/DI7OsdzXoAEiGMz.jpg
3785,artistmonet,904886991472529408,33,45,Landscape With Thunderstorm #impressionism #arthistory https://t.co/At7g8jgZKv,https://pbs.twimg.com/media/DI7N7BUWAAED1Rf.jpg
3786,artistmonet,904816670438551556,17,39,Flood at Giverny #monet #claudemonet https://t.co/JOjveKu3sc,https://pbs.twimg.com/media/DI6N9zvXgAAokTW.jpg
3787,artistmonet,904797456243847169,2,0,RT @cassatt_mary: Child In A Straw Hat #marycassatt #fineart https://t.co/6udBthhk6n,https://pbs.twimg.com/media/DIrJn_aXcAA18pP.jpg
3788,artistmonet,904774158562861057,7,18,"Rouen Cathedral, Grey Weather https://t.co/byblpoaTs8 #claudemonet #impressionism https://t.co/sFWy2jPDyp",https://pbs.twimg.com/media/DI5nTTiXUAMfV0Z.jpg
3789,artistmonet,904770390131650560,4,8,The Garden at Giverny #claudemonet #arthistory https://t.co/jmak1L5caj,https://pbs.twimg.com/media/DI5j371XUAEXSs7.jpg
3790,artistmonet,904768645410291712,4,0,"RT @artpissarro: View Through a Window, Eragny #pointillism #fineart https://t.co/MdBipwiZHC",https://pbs.twimg.com/media/DItEY8yW0AAwmLO.jpg
3791,artistmonet,904768357316124672,17,33,The Seine and the Chaantemesle Hills #arthistory #impressionism https://t.co/B8sH1DEG4w,https://pbs.twimg.com/media/DI5iBlzWsAEkzrL.jpg
3792,artistmonet,904743704187064320,14,38,Lilac Irises https://t.co/nCTajbyMtq #impressionism #arthistory https://t.co/pXr0K6RDva,https://pbs.twimg.com/media/DI5LmpbXoAEXxZN.jpg
3793,artistmonet,904743146483044353,3,0,RT @artist_whistler: The Princess from the Land of Porcelain (Sketch for Rose and Silver) #jameswhistler #fineart https://t.co/T5wq7h6NQr,https://pbs.twimg.com/media/DIWxLIgXcAAi-uW.jpg
3794,artistmonet,904721442465603584,29,46,Wooded Path #arthistory #claudemonet https://t.co/0WQmEAt6LQ,https://pbs.twimg.com/media/DI43Ww8WAAMVr-A.jpg
3795,artistmonet,904666031251218432,7,17,"Argenteuil, the Hospice #arthistory #impressionism https://t.co/BQYxSL2Zln",https://pbs.twimg.com/media/DI4E9ebXcAAzmQZ.jpg
3796,artistmonet,904661338290606080,18,34,"The Gorge at Varengeville, Late Afternoon #claudemonet #arthistory https://t.co/4V98YEtJPx",https://pbs.twimg.com/media/DI4AsTkXcAAju_u.jpg
3797,artistmonet,904652661101924352,4,16,Vase of Tulips #arthistory #impressionism https://t.co/pLS9HLG1W6,https://pbs.twimg.com/media/DI34zJ6XcAQdD_W.jpg
3798,artistmonet,904637681744957441,26,0,"RT @artpissarro: Near Sydenham Hill, Looking towards Lower Norwood #impressionism #pissarro https://t.co/GGnJvXDlVU",https://pbs.twimg.com/media/DIn-bQbXoAMwUSf.jpg
3799,artistmonet,904577202146115584,46,94,Pathway in Monets Garden at Giverny #arthistory #monet https://t.co/P3QGrVntNB,https://pbs.twimg.com/media/DI20K6CXgAAQXqH.jpg
3800,artistmonet,904574957715410944,19,34,The Artists House from the Rose Garden #monet #arthistory https://t.co/35ke7K97O4,https://pbs.twimg.com/media/DI2yIRuXkAEkCrA.jpg
3801,artistmonet,898274712282845184,18,0,RT @artistbazille: Family Reunion #bazille #fineart https://t.co/GjfRtty7BF,https://pbs.twimg.com/media/DHR3xu_WAAIE3Gs.jpg
3802,artistmonet,898234001831452672,37,110,Clematis #arthistory #monet https://t.co/70M2mzL2zT,https://pbs.twimg.com/media/DHcrEDuXsAAQEg_.jpg
3803,artistmonet,898228627111804930,5,0,RT @artist_whistler: Battersea Reach #jameswhistler #arthistory https://t.co/9J0ib3daX9,https://pbs.twimg.com/media/DHH-aVMXsAA8qtG.jpg
3804,artistmonet,898220319277813761,5,0,RT @childe_hassam: Connecticut Hunting Scene #hassam #americanart https://t.co/VJ1icVen3L,https://pbs.twimg.com/media/DHaShZnXgAQgGkw.jpg
3805,artistmonet,898217326687944704,5,8,Water Lily Pond https://t.co/M657mMOLGK #claudemonet #arthistory https://t.co/5YTzAcUfEk,https://pbs.twimg.com/media/DHcb5dtXgAAFb_c.jpg
3806,artistmonet,898216305492414467,9,30,The Moreno Garden at Bordighera https://t.co/QOsvnRrTRB #monet #claudemonet https://t.co/SDAWDv0Dmd,https://pbs.twimg.com/media/DHca-BAXUAE5cw-.jpg
3807,artistmonet,898204791486255105,7,18,"The Village of La Coche-Blond, Evening #impressionism #arthistory https://t.co/tCowwLfQtP",https://pbs.twimg.com/media/DHcQfycWsAIcWqG.jpg
3808,artistmonet,898199881902370816,11,34,Poplars at Giverny #impressionism #claudemonet https://t.co/n3m1NphF5g,https://pbs.twimg.com/media/DHcMCCkXoAAJbrd.jpg
3809,artistmonet,898159901859602433,12,31,Christmas Roses #claudemonet #arthistory https://t.co/HrEfSqhdZR,https://pbs.twimg.com/media/DHbnq6ZWsAALoL0.jpg
3810,artistmonet,898154277688029184,43,84,The Sea and the Alps #arthistory #impressionism https://t.co/LZILxYD930,https://pbs.twimg.com/media/DHbijiVXUAI0y6N.jpg
3811,artistmonet,898129778787721220,8,11,"Lunch on the Grass, Left Panel #impressionism #claudemonet https://t.co/6oSRDZKruY",https://pbs.twimg.com/media/DHbMRfKW0AEB3F7.jpg
3812,artistmonet,898098484187934720,11,0,RT @artist_whistler: Nocturne: Battersea Bridge #fineart #whistler https://t.co/GQq9QKke12,https://pbs.twimg.com/media/DHHuvPEWsAIgGKS.jpg
3813,artistmonet,898053752141357056,20,36,Charing Cross Bridge 03 #arthistory #impressionism https://t.co/JIBE8FaS6H,https://pbs.twimg.com/media/DHaHIJtXkAA_HCB.jpg
3814,artistmonet,898049888595914752,34,59,At Cap dAntibes #monet #claudemonet https://t.co/cRc3NHr5zn,https://pbs.twimg.com/media/DHaDnSFXYAA_v6p.jpg
3815,artistmonet,898039883272466437,38,63,"Vetheuil, Paysage #claudemonet #monet https://t.co/CxYQJpNzGg",https://pbs.twimg.com/media/DHZ6g5cXgAEWOFA.jpg
3816,artistmonet,898004441185570816,21,0,RT @cezanneart: Forest #cezanne #fineart https://t.co/cE5jKHfadV,https://pbs.twimg.com/media/DHKp0cRXoAA6Hcf.jpg
3817,artistmonet,897934027272986624,38,65,Cliff near Dieppe #monet #claudemonet https://t.co/MZReAA7ZAi,https://pbs.twimg.com/media/DHYaPRrXYAA0o-G.jpg
3818,artistmonet,897930274486530048,20,0,RT @artguillaumin: La Pointe du Lou Gaou #guillaumin #painting https://t.co/EMwAdUeHBI,https://pbs.twimg.com/media/DHSVSiBW0AIyMZr.jpg
3819,artistmonet,897929700076429312,21,37,The Cliffs at Etretat #impressionism #arthistory https://t.co/4jGHP9ZRJU,https://pbs.twimg.com/media/DHYWTaGU0AEJ6iL.jpg
3820,artistmonet,897912792954621952,10,27,"Path under the Rose Trellises, Giverny #impressionism #monet https://t.co/yIhRvXRJfP",https://pbs.twimg.com/media/DHYG7PqW0AEb1Nz.jpg
3821,artistmonet,897888222298206211,45,76,"Mediteranian Coast, Grey Day #monet #arthistory https://t.co/Qx95CJvcIA",https://pbs.twimg.com/media/DHXwlCnW0AIz02U.jpg
3822,artistmonet,897883017989029888,10,15,Small Country Farm in Bordighera https://t.co/bpR40ZSKV4 #arthistory #monet https://t.co/7mFVt9ehcJ,https://pbs.twimg.com/media/DHXr2HIXYAAZrbi.jpg
3823,artistmonet,897872279958323201,20,52,The Pointe of Heve #impressionism #monet https://t.co/Reb1aAM3O6,https://pbs.twimg.com/media/DHXiFGjW0Ast4z8.jpg
3824,artistmonet,897855727645196289,5,0,RT @cezanneart: Madame Cezanne with Unbound Hair #cezanne #paulcezanne https://t.co/y8tPmnsFJZ,https://pbs.twimg.com/media/DHFdvdDXoAEeUZQ.jpg
3825,artistmonet,897853850417278977,16,0,RT @artistmanet: The grand canal of Venice (Blue Venice) #impressionism #fineart https://t.co/RKFp25ZqlE,https://pbs.twimg.com/media/DHSKrYHXoAAbKFE.jpg
3826,artistmonet,897851835909894145,8,21,"Rouen Cathedral, West Facade, Sunlight #monet #arthistory https://t.co/YNgYq0lGg1",https://pbs.twimg.com/media/DHXPfHrWsAE9RGN.jpg
3827,artistmonet,897841901948284928,2,2,Low Tide at Varengeville https://t.co/izBPJtkYit #monet #amazon https://t.co/MoeATNOxtK,https://pbs.twimg.com/media/DHXGc4iXoAEo1fv.jpg
3828,artistmonet,897777411760291840,13,38,Zaandam #claudemonet #arthistory https://t.co/9f9ij3Al9u,https://pbs.twimg.com/media/DHWLzBtXUAECRvR.jpg
3829,artistmonet,897776304606642176,17,30,"Poplars on the Banks of the Epte, Autumn #impressionism #monet https://t.co/mmB7Ofhujv",https://pbs.twimg.com/media/DHWKyndXsAADwWi.jpg
3830,artistmonet,897748136235544576,14,0,RT @artguillaumin: Le Pornic #art #painting https://t.co/KtqlCjkJDv,https://pbs.twimg.com/media/DHH_Zu9WsAUm1YR.jpg
3831,artistmonet,897734700214648832,5,11,Fishing Boats off Pourville #arthistory #claudemonet https://t.co/7o4bSnekBZ,https://pbs.twimg.com/media/DHVk858WAAA52vx.jpg
3832,artistmonet,897704822329290752,22,42,Hamerocallis #arthistory #claudemonet https://t.co/95HS8BzHgz,https://pbs.twimg.com/media/DHVJxySWsAEOGCT.jpg
3834,artistmonet,897690326223159297,10,19,Valley of the Creuse (Grey Day) #arthistory #impressionism https://t.co/G9vbybGTAD,https://pbs.twimg.com/media/DHU8mAXXUAAzOMw.jpg
3835,artistmonet,897687660214579200,12,31,Dahlias #arthistory #claudemonet https://t.co/BwYxKqis5t,https://pbs.twimg.com/media/DHU6KyeWsAAWq0q.jpg
3836,artistmonet,897675272354488320,12,0,RT @artistdegas: On the Stage #fineart #degas https://t.co/RR83XncTDl,https://pbs.twimg.com/media/DG9g4pHXoAAFoV1.jpg
3837,artistmonet,897645962214223873,19,0,"RT @artguillaumin: Crozant, les Monts Sedelle, matin #art #painting https://t.co/QTCbUoLhUc",https://pbs.twimg.com/media/DGzZtIBVoAEvSrB.jpg
3838,artistmonet,897642453951492096,39,83,The Iris Garden at Giverny #monet #arthistory https://t.co/UOd8t0fL7X,https://pbs.twimg.com/media/DHURDeUXgAEnx6C.jpg
3839,artistmonet,897583501763117056,13,0,RT @guggenheimbot: Blue Painting by Vasily Kandinsky https://t.co/gt5Etu8wvw #guggenheim #bauhaus https://t.co/vlQitYUmtH,https://pbs.twimg.com/media/DHEUinYXkAAMCwP.jpg
3840,artistmonet,897578903363100677,8,28,Fishing Boats at Pourville #impressionism #arthistory https://t.co/8y5I4WwBny,https://pbs.twimg.com/media/DHTXQXIXUAUt3m0.jpg
3841,artistmonet,897568775050022913,12,26,Bed of Chrysanthemums #claudemonet #monet https://t.co/z5vY0nsM3l,https://pbs.twimg.com/media/DHTOCyRXUAAaCZj.jpg
3842,artistmonet,897520227310817280,12,41,"Waterloo Bridge, Dawn #monet #impressionism https://t.co/guYwdTYNnA",https://pbs.twimg.com/media/DHSh46EXkAErEvj.jpg
3843,artistmonet,897510543501688833,6,0,RT @artistmorisot: Young Girls at the Window #impressionism #fineart https://t.co/AjnGEHbIEF,https://pbs.twimg.com/media/DGwRMnUW0AAr9o5.jpg
3844,artistmonet,897506787674525696,25,29,Saint Germain lAuxerrois #impressionism #monet https://t.co/W1F1Vw5azV,https://pbs.twimg.com/media/DHSVqnkXYAYObTo.jpg
3845,artistmonet,897492853630406658,49,73,Meadow #impressionism #monet https://t.co/jPa7BlxYLg,https://pbs.twimg.com/media/DHSI_j9XcAECsmT.jpg
3846,artistmonet,897490768222400512,16,0,RT @sisleyalfred: The Moret Bridge at Sunset #sisley #impressionism https://t.co/Fta6cci8Tm,https://pbs.twimg.com/media/DG_C35gV0AA_qZF.jpg
3847,artistmonet,897489318045941760,1,11,Customs House https://t.co/zjzoZTTSyX #monet #arthistory https://t.co/mbXiwCBNRs,https://pbs.twimg.com/media/DHSFxyxWsAIaqN2.jpg
3848,artistmonet,897478446732935168,8,10,"The Manneport, Cliff at Etretat https://t.co/9anqJQSovz #arthistory #impressionism https://t.co/2mxlfEF5h4",https://pbs.twimg.com/media/DHR747PWAAEGGdE.jpg
3849,artistmonet,897476919838609408,30,51,Cliffs of Les Petites-Dalles https://t.co/gKerwkMtDg #arthistory #claudemonet https://t.co/RscmPuR5ct,https://pbs.twimg.com/media/DHR6gIIXsAEp0zl.jpg
3850,artistmonet,897435919757737984,6,18,Grainstack at Giverny #impressionism #arthistory https://t.co/X3lzOqIlw1,https://pbs.twimg.com/media/DHRVNm5XUAEBdYO.jpg
3851,artistmonet,897430105215176704,5,10,The Seine near Vetheuil #claudemonet #arthistory https://t.co/K5SK3y60JP,https://pbs.twimg.com/media/DHRP7JyXcAAPY6T.jpg
3852,artistmonet,897388981599469568,8,0,RT @artist_whistler: Sketch for Annabel Lee #jameswhistler #fineart https://t.co/Mh5fbIzkJS,https://pbs.twimg.com/media/DHPzzfLXsAAkzij.jpg
3853,artistmonet,897387662302203904,7,10,Stormy Seascape #monet #claudemonet https://t.co/b9dkMfPtS4,https://pbs.twimg.com/media/DHQpUm1XcAArL5v.jpg
3854,artistmonet,897345007471996929,8,0,RT @artistmorisot: Haystack #fineart #morisot https://t.co/H32yHxNWFi,https://pbs.twimg.com/media/DG22kC_WsAEr0Xa.jpg
3855,artistmonet,897342701301059584,10,18,The Boardwalk on the Beach at Trouville #arthistory #claudemonet https://t.co/xFLoGhX6ek,https://pbs.twimg.com/media/DHQAbk-XcAAZ-p_.jpg
